customer_city,payment_value
padre bernardo,263.69
padre carvalho,582.94
padre gonzales,69.54
padre paraiso,77.57
paial,165.71
paicandu,1106.22
paineiras,81.98
pains,406.77
paiva,181.74
palestina,634.5699999999999
palhano,136.6
palhoca,12938.05
palma,504.05
palma sola,1010.5500000000001
palmares,1503.57
palmares do sul,518.4
palmares paulista,70.93
palmas,23705.75
palmeira,2994.12
palmeira d oeste,64.42
palmeira d'oeste,396.90999999999997
palmeira das missoes,1943.52
palmeira dos indios,1463.46
palmeiras,292.3
palmeiras de goias,407.33
palmeirinha,93.8
palminopolis,237.94
palmital,2323.78
palmitinho,359.99
palmitos,760.98
palmopolis,113.2
palotina,1065.77
panambi,4059.1499999999996
pancas,198.9
panelas,210.48999999999998
panorama,474.64
pantano grande,348.93
papagaios,367.65999999999997
papanduva,876.65
papucaia,1435.7
para de minas,7994.59
paracambi,7516.23
paracatu,10113.1
paracuru,705.9200000000001
paragominas,2803.86
paraguacu,1826.29
paraguacu paulista,3067.31
parai,290.6
paraiba do sul,3452.08
paraibano,422.91
paraibuna,1810.75
paraipaba,706.54
paraiso,948.39
paraiso das aguas,53.34
paraiso do norte,269.21
paraiso do sul,47.29
paraiso do tocantins,2238.86
paraisopolis,2376.16
paraju,105.74
parambu,269.21999999999997
paramirim,555.47
parana,195.25
paranacity,222.6
paranagua,8781.35
paranaiba,1701.31
paranaiguara,293.35
paranaita,2016.47
paranapanema,759.71
paranapoema,140.49
paranapua,87.80000000000001
paranatinga,2574.3199999999997
paranavai,8254.93
paranhos,309.99
paraopeba,1066.74
parapua,1345.83
parati,3088.59
paraty,3249.86
parauapebas,5634.15
parauna,610.16
pardinho,355.06
pareci novo,37.1
parelhas,1496.8000000000002
paripiranga,156.65
paripueira,379.2
pariquera-acu,2065.21
parisi,46.34
parnaiba,5085.78
parnamirim,11220.5
parnarama,217.82
parobe,1985.07
passa quatro,1906.52
passa tempo,146.46
passa tres,97.37
passagem,1265.83
passagem franca,87.66
passira,461.72
passo de camaragibe,110.28
passo de torres,731.26
passo fundo,18088.81
passos,5196.44
passos maia,248.1
pastos bons,210.22
patis,65.0
pato bragado,124.83
pato branco,10599.58
patos,4795.28
patos de minas,19269.36
patrocinio,8023.55
patrocinio do muriae,134.38
patrocinio paulista,1147.46
patu,302.87
paty do alferes,2597.71
pau brasil,315.92
pau d'arco,83.05
pau dos ferros,3176.81
paudalho,950.1400000000001
paula candido,168.19
paula freitas,553.46
pauliceia,496.12
paulinia,18545.23
paulista,7602.08
paulistana,1013.26
paulistania,116.94
paulo afonso,7842.14
paulo de faria,656.48
paulo frontin,707.4
paulo jacinto,475.58000000000004
paulo lopes,271.66
pavao,75.63
peabiru,748.5
pecanha,988.53
pederneiras,3450.01
pedra,349.78999999999996
pedra azul,543.8
pedra bela,279.31
pedra branca,183.99
pedra do indaia,96.08
pedra lavrada,87.9
pedra menina,38.5
pedra preta,754.25
pedralva,844.3199999999999
pedranopolis,74.41
pedrao,343.71
pedras altas,105.28
pedras de fogo,204.63
pedregulho,1122.18
pedreira,3391.29
pedreiras,1141.76
pedrinhas paulista,485.48
pedrinopolis,553.3
pedro afonso,368.9
pedro canario,476.55
pedro de toledo,893.26
pedro gomes,132.38
pedro ii,127.77
pedro leopoldo,5875.05
pedro osorio,752.98
pedro velho,99.11
peixe,117.16
peixoto de azevedo,491.56
pejucara,830.3499999999999
pelotas,27209.33
penaforte,559.03
penapolis,5549.28
pendencias,410.02
penedo,1697.95
penha,2379.71
pentecoste,299.21
pequi,197.5
pequizeiro,253.98
perdigao,383.08000000000004
perdizes,1382.5
perdoes,752.01
pereira barreto,4460.09
pereiras,69.69
pereiro,379.74
peri mirim,59.83
periquito,1588.1
peritiba,144.70999999999998
perobal,95.31
perola,313.31
perola d'oeste,672.75
perola independente,104.46
perpetuo socorro,182.3
peruibe,7697.97
pescador,44.42
pesqueira,1036.55
petrolandia,2587.77
petrolina,16263.27
petropolis,38519.65
piacabucu,320.4
piacatu,74.13
piacu,194.48
pianco,2324.99
piata,131.35
piau,161.44
picada cafe,49.6
picarra,1122.86
picarras,170.84
picos,4255.89
picui,221.70999999999998
piedade,2919.16
piedade de caratinga,799.83
piedade do rio grande,466.90000000000003
piedade dos gerais,440.15999999999997
pien,405.37
pilao arcado,364.68
pilar,265.31
pilar do sul,1225.3200000000002
pimenta,271.26
pimenta bueno,1622.27
pimenteiras,193.21
pindai,171.54
pindamonhangaba,14047.15
pindare mirim,586.2
pindoba,542.52
pindobacu,243.72
pindorama,405.52
pindorama do tocantins,174.18
pindoretama,63.18
pingo-d'agua,413.02
pinhais,10103.74
pinhal da serra,35.0
pinhalao,2032.35
pinhalzinho,2578.16
pinhao,1570.99
pinheiral,2529.38
pinheiro,553.23
pinheiro machado,713.31
pinheiros,1396.34
pinhotiba,77.57
pintadas,520.5
pio ix,184.84
pio xii,546.03
piquerobi,112.45
piquete,945.86
piracaia,2866.91
piracanjuba,2211.4
piracema,166.59
piracicaba,55621.159999999996
piracuruca,347.44
pirai,2544.07
pirai do norte,46.28
pirai do sul,740.98
piraju,5054.76
pirajuba,152.61
pirajui,1789.32
pirambu,305.77
piranga,400.39
pirangi,1189.13
piranguinho,1689.85
piranhas,911.81
pirapetinga,640.39
pirapo,96.29
pirapora,7842.16
pirapora do bom jesus,3067.54
pirapozinho,1582.47
piraquara,1947.24
pirassununga,9868.55
piratini,87.64
piratininga,1716.05
piratuba,1095.8799999999999
pirauba,307.69
pirenopolis,355.74
pires do rio,3930.03
pires ferreira,43.79
piripa,110.84
piripiri,828.5600000000001
piritiba,512.19
pirpirituba,1372.25
pitanga,607.71
pitanga de estrada,154.83
pitangueiras,1634.6399999999999
pitangui,3064.2
pitimbu,455.11
pium,45.63
piuma,2590.17
piumhi,283.52
piumhii,4454.11
placas,318.58000000000004
planaltina,949.34
planaltina de goias,131.61
planaltina do parana,25.85
planaltino,254.44
planalto,976.35
planura,151.1
poa,10803.79
pocao,318.53
pocao de pedras,214.05
pocinhos,351.91999999999996
poco de pedra,190.66
poco fundo,1244.88
poco redondo,546.78
poco verde,689.31
pocoes,399.2
pocoes de paineiras,145.95
pocos de caldas,18309.36
pocrane,223.12
pojuca,1820.78
polo petroquimico de triunfo,20.7
poloni,222.41
pombal,2210.2
pombos,131.43
pomerode,1797.5500000000002
pompeia,2252.95
pompeu,1321.67
pongai,429.05000000000007
ponta grossa,21786.91
ponta pora,4652.16
pontal,1333.05
pontal do parana,1235.05
pontalina,488.72
pontalinda,84.75
pontao,71.79
ponte alta do norte,59.46
ponte nova,7823.6900000000005
ponte serrada,483.78
pontes e lacerda,1972.9
pontes gestal,135.08
ponto belo,98.56
ponto do marambaia,28.8
ponto dos volantes,74.3
ponto novo,377.0
populina,71.3
porangaba,195.63
porangatu,2162.74
porciuncula,1112.13
porecatu,930.71
portalegre,513.01
portao,959.46
porteiras,42.18
porteirinha,358.05
portela,246.26
portelandia,130.63
porto acre,104.35
porto alegre,214667.83
porto alegre do norte,445.32
porto amazonas,93.21
porto belo,1079.32
porto calvo,397.93
porto de pedras,200.35
porto esperidiao,278.83000000000004
porto estrela,156.72
porto feliz,3365.5699999999997
porto ferreira,2130.07
porto firme,188.5
porto franco,349.14
porto grande,64.14
porto lucena,77.56
porto murtinho,71.15
porto nacional,1911.38
porto real,1645.92
porto rico,318.92
porto seguro,11671.6
porto trombetas,300.28999999999996
porto uniao,3329.4300000000003
porto velho,26028.6
porto xavier,690.1800000000001
posse,3940.71
posto da mata,620.13
pote,577.53
potengi,331.95
potim,279.84
potiragua,644.7
potirendaba,842.8399999999999
pouso alegre,23967.97
pouso alto,302.81
pouso novo,81.82
pouso redondo,655.27
poxoreu,172.59
prado,1234.59
pradopolis,1081.31
prados,250.95
praia grande,43883.51
praia norte,113.35
pranchita,182.36
prata,1346.09
pratapolis,68.62
presidente alves,140.42000000000002
presidente bernardes,579.56
presidente castello branco,35.0
presidente dutra,2792.98
presidente epitacio,3014.15
presidente getulio,846.13
presidente janio quadros,173.88
presidente juscelino,302.46
presidente kennedy,282.31
presidente kubitschek,156.06
presidente lucena,32.09
presidente medici,332.32
presidente nereu,70.61
presidente olegario,557.41
presidente prudente,29166.5
presidente tancredo neves,325.58
presidente venceslau,3410.87
primavera,1166.01
primavera do leste,7092.91
primeiro de maio,1407.6100000000001
princesa isabel,344.62
progresso,242.59
promissao,4742.35
propria,559.99
protasio alves,165.06
prudencio thomaz,49.04
prudente de morais,168.49
prudentopolis,1085.17
pugmil,148.15
pureza,65.0
purilandia,194.48
putinga,182.56
puxinana,271.03
quadra,147.64
quarai,2474.1499999999996
quata,3417.29
quatigua,341.35
quatis,617.87
quatituba,114.85
quatro barras,2079.83
quatro bocas,1804.79
quatro pontes,167.66
quedas do iguacu,1030.44
queimadas,2608.51
queimados,7048.55
queiroz,58.9
queixada,77.29
queluz,249.89999999999998
querencia,2701.95
querencia do norte,99.43
quevedos,131.69
quijingue,268.06
quilombo,240.79
quilometro 14 do mutum,66.01
quinta do sol,178.66
quintana,435.84999999999997
quipapa,272.99
quirinopolis,1789.8
quissama,1879.68
quitandinha,405.09
quixabeira,309.42
quixada,3350.46
quixelo,200.25
quixeramobim,1119.97
quixere,837.1600000000001
rafard,659.46
rainha do mar,82.03
rancharia,3006.84
rancho alegre,102.66
rancho alegre d'oeste,149.29
rancho queimado,343.99
raposo,650.84
raposos,1297.31
raul soares,1357.77
ravena,86.73
realeza,1412.76
reboucas,493.38
rechan,322.37
recife,104795.5
recreio,334.19
redencao,3116.14
redencao da serra,106.23
redencao do gurgueia,257.56
redentora,449.34000000000003
regeneracao,1041.64
regente feijo,1088.31
reginopolis,1719.32
registro,6809.21
remanso,487.98999999999995
remigio,169.92
renascenca,352.23
reriutaba,1331.6299999999999
resende,16300.28
resende costa,276.09000000000003
reserva,371.55
reserva do cabacal,440.88
reserva do iguacu,28.52
resplendor,944.5999999999999
ressaquinha,229.07
restinga seca,324.33
retirolandia,117.0
riachao das neves,247.76999999999998
riachao do jacuipe,2613.59
riachinho,124.05000000000001
riacho da cruz,177.34
riacho das almas,268.77
riacho de santana,1302.47
riacho de santo antonio,159.6
riacho dos machados,331.25
riachuelo,90.97
rianapolis,534.47
ribas do rio pardo,66.13
ribeira,248.03
ribeira do amparo,61.79
ribeira do pombal,782.36
ribeirao,434.53
ribeirao bonito,846.12
ribeirao branco,515.49
ribeirao cascalheira,67.39
ribeirao claro,663.8
ribeirao das neves,14774.8
ribeirao do pinhal,447.33000000000004
ribeirao do sul,415.45
ribeirao pires,11725.68
ribeirao preto,74211.13
ribeirao vermelho,352.53
ribeiraozinho,358.01
ribeiro junqueira,200.33
ribeiropolis,100.77
rifaina,597.77
rincao,97.63
rinopolis,134.56
rio acima,709.23
rio azul,538.54
rio bananal,332.32
rio bonito,4946.29
rio bonito do iguacu,536.22
rio branco,16976.49
rio branco do sul,526.72
rio brilhante,1195.16
rio casca,433.46999999999997
rio claro,22988.68
rio das antas,213.78
rio das flores,665.69
rio das ostras,22385.63
rio das pedras,1205.56
rio de contas,290.72
rio de janeiro,1112156.04
rio do antonio,301.75
rio do campo,822.25
rio do oeste,433.84000000000003
rio do pires,731.25
rio do sul,5695.14
rio doce,96.2
rio dos cedros,67.82
rio dos indios,102.75
rio espera,176.45
rio formoso,268.93
rio fortuna,527.47
rio grande,19068.89
rio grande da serra,2577.7400000000002
rio grande do piaui,45.7
rio largo,693.04
rio manso,939.6800000000001
rio maria,435.57
rio negrinho,1381.73
rio negro,2472.91
rio novo,613.25
rio novo do sul,653.44
rio paranaiba,881.48
rio pardo,791.45
rio pardo de minas,708.49
rio piracicaba,580.14
rio pomba,1464.8600000000001
rio preto,233.2
rio real,480.6
rio rufino,76.66
rio tinto,490.25
rio verde,11956.42
riolandia,470.31
riqueza,302.68
ritapolis,212.32999999999998
riversul,102.03
roca sales,237.16000000000003
rodeio,985.95
rodeio bonito,264.44
rodeiro,482.21
rodelas,464.75
rodolfo fernandes,168.19
rolandia,5701.33
rolante,1078.45
rolim de moura,748.15
romaria,310.46
romelandia,176.87
roncador,191.73
ronda alta,1914.31
rondon,318.86
rondon do para,3484.38
rondonopolis,12381.58
roque gonzales,643.61
rosana,295.31
rosario,79.04
rosario do ivai,47.23
rosario do sul,1292.52
roseira,490.14
rubelita,80.88
rubiacea,250.15
rubiataba,1210.69
rubim,289.48
rubineia,112.2
russas,4622.34
ruy barbosa,921.15
sabara,5334.36
sabaudia,20.42
sabino,802.87
sabinopolis,412.4
saboeiro,201.83
sacra familia do tingua,149.04
sacramento,2358.54
sales,433.12
sales oliveira,627.74
salesopolis,1310.96
salgado filho,219.94
salgueiro,3044.75
salinas,5691.16
salinas da margarida,82.12
salmourao,90.27000000000001
saloa,1536.08
salobro,89.15
saltinho,1316.35
salto,11601.09
salto da divisa,151.66000000000003
salto de pirapora,1153.56
salto do ceu,175.61
salto do itarare,276.47
salto do jacui,301.94
salto do lontra,900.11
salto grande,674.34
salto veloso,497.07
salvador,207790.89
salvador do sul,206.99
sambaiba,215.47
sananduva,585.5699999999999
sanclerlandia,510.34
sandolandia,841.28
sanga puita,53.69
sangao,316.25
sanharo,2310.0
santa adelia,1861.06
santa albertina,830.4200000000001
santa amelia,175.87
santa barbara,5295.31
santa barbara d oeste,214.76
santa barbara d'oeste,14980.13
santa barbara do para,245.45
santa barbara do sul,180.09
santa branca,953.35
santa brigida,104.73
santa cecilia,746.21
santa cecilia do pavao,72.14
santa clara d'oeste,115.44
santa clara do sul,394.12
santa cruz,1097.16
santa cruz cabralia,605.1800000000001
santa cruz da conceicao,476.27
santa cruz das palmeiras,736.51
santa cruz de goias,779.6899999999999
santa cruz de minas,710.39
santa cruz de monte castelo,793.0500000000001
santa cruz de salinas,261.72
santa cruz do capibaribe,2777.52
santa cruz do piaui,158.38
santa cruz do prata,158.72
santa cruz do rio pardo,3126.23
santa cruz do sul,11974.65
santa cruz do timbo,49.31
santa ernestina,280.13
santa fe,1005.44
santa fe de goias,1921.27
santa fe de minas,178.27
santa fe do sul,4605.21
santa filomena,186.4
santa gertrudes,1471.05
santa helena,1695.89
santa helena de goias,1733.6799999999998
santa helena de minas,303.63
santa ines,2308.6800000000003
santa isabel,3181.2400000000002
santa isabel do ivai,478.6
santa isabel do para,919.57
santa isabel do rio preto,761.82
santa izabel do oeste,356.35
santa juliana,1880.37
santa leopoldina,107.78
santa lucia,522.75
santa luzia,13931.57
santa luzia do norte,44.95
santa luzia do parua,115.78
santa margarida,468.48
santa maria,37197.74
santa maria da boa vista,488.57000000000005
santa maria da serra,169.42
santa maria da vitoria,2185.0699999999997
santa maria de itabira,570.49
santa maria de jetiba,2231.06
santa maria do herval,115.44
santa maria do para,164.89
santa maria do salto,50.48
santa maria do suacui,517.75
santa maria madalena,1247.45
santa mariana,373.35
santa mercedes,269.57
santa monica,384.83000000000004
santa quiteria,1139.12
santa quiteria do maranhao,100.75
santa rita,1776.81
santa rita d'oeste,219.73000000000002
santa rita da floresta,96.8
santa rita de caldas,882.22
santa rita de jacutinga,45.09
santa rita de minas,428.77
santa rita do araguaia,972.03
santa rita do ibitipoca,216.81
santa rita do itueto,77.57
santa rita do passa quatro,2479.13
santa rita do sapucai,4687.13
santa rosa,3601.11
santa rosa de lima,232.79
santa rosa de viterbo,1975.27
santa rosa do sul,218.27
santa salete,95.0
santa teresa,1313.65
santa teresinha,338.1
santa tereza do oeste,420.59000000000003
santa terezinha,361.53
santa terezinha de itaipu,378.11
santa vitoria,4546.18
santa vitoria do palmar,2049.67
santaluz,333.97
santana,1941.31
santana da boa vista,115.8
santana da vargem,353.6
santana de parnaiba,25866.02
santana de pirapama,70.74
santana do acarau,1563.58
santana do araguaia,481.59
santana do capivari,39.52
santana do cariri,946.6800000000001
santana do deserto,206.99
santana do ipanema,285.45
santana do itarare,71.53
santana do jacare,1769.22
santana do livramento,4911.3
santana do manhuacu,281.44
santana do mundau,1268.01
santana do paraiso,3077.73
santana do serido,943.37
santana do sobrado,54.82
santana dos montes,296.46
santanesia,439.58
santarem,7125.5199999999995
santiago,2974.7
santo amaro,2066.7400000000002
santo amaro da imperatriz,3245.7
santo amaro das brotas,62.28
santo amaro de campos,1777.56
santo anastacio,2240.33
santo andre,101863.52
santo angelo,6448.63
santo antonio,507.98
santo antonio da alegria,250.03
santo antonio da patrulha,5603.12
santo antonio da platina,1544.84
santo antonio das missoes,495.32
santo antonio das queimadas,112.12
santo antonio de jesus,5060.15
santo antonio de padua,5765.6
santo antonio de posse,5393.22
santo antonio do amparo,477.03
santo antonio do aracangua,1117.99
santo antonio do aventureiro,88.92
santo antonio do caiua,302.55
santo antonio do canaa,194.88
santo antonio do descoberto,992.88
santo antonio do grama,275.36
santo antonio do itambe,289.46999999999997
santo antonio do jacinto,573.48
santo antonio do jardim,294.35
santo antonio do leste,237.55
santo antonio do leverger,124.41
santo antonio do monte,2247.31
santo antonio do palma,104.09
santo antonio do pinhal,1252.69
santo antonio do planalto,221.07
santo antonio do rio abaixo,24.23
santo antonio do sudoeste,268.07
santo antonio do taua,57.74
santo antonio dos campos,177.99
santo augusto,1319.28
santo cristo,766.18
santo eduardo,260.06
santo estevao,1226.69
santo expedito,293.46
santo expedito do sul,237.54
santo hipolito,119.88
santo inacio,79.7
santos,111115.6
santos dumont,2559.58
sao benedito,1126.52
sao benedito do rio preto,133.22
sao benedito do sul,64.83
sao bentinho,69.15
sao bento,1381.24
sao bento abade,31.1
sao bento do sapucai,788.06
sao bento do sul,6105.45
sao bento do una,1477.8
sao bernardino,208.48
sao bernardo,923.39
sao bernardo do campo,116785.21
sao bonifacio,116.46
sao borja,2616.8900000000003
sao bras,54.74
sao bras do suacui,129.71
sao caetano do sul,36430.82
sao carlos,34390.36
sao carlos do ivai,119.95
sao clemente,154.86
sao cristovao,900.4300000000001
sao cristovao do sul,137.07
sao desiderio,161.19
sao domingos,668.69
sao domingos das dores,72.45
sao domingos do araguaia,270.65
sao domingos do maranhao,219.51
sao domingos do norte,1028.5
sao domingos do prata,424.99
sao felipe,827.01
sao felix,44.69
sao felix de minas,409.5
sao felix do araguaia,134.64
sao felix do coribe,266.06
sao felix do xingu,1774.08
sao fidelis,2597.42
sao francisco,2812.23
sao francisco de assis,145.39
sao francisco de itabapoana,1816.41
sao francisco de paula,738.1
sao francisco do brejao,82.75
sao francisco do conde,367.33
sao francisco do gloria,91.35
sao francisco do guapore,405.61
sao francisco do sul,1890.5
sao gabriel,2829.82
sao gabriel da palha,1732.64
sao gabriel do oeste,695.9399999999999
sao geraldo,547.8100000000001
sao geraldo da piedade,181.76
sao geraldo do baguari,142.96
sao goncalo,59387.42
sao goncalo do abaete,216.48000000000002
sao goncalo do amarante,1705.59
sao goncalo do para,975.85
sao goncalo do rio abaixo,1013.4300000000001
sao goncalo do rio das pedras,196.5
sao goncalo do rio preto,397.9
sao goncalo do sapucai,1342.34
sao gotardo,3078.92
sao jeronimo,729.3399999999999
sao joao,1541.31
sao joao batista,2229.69
sao joao batista do gloria,436.83000000000004
sao joao d'alianca,844.86
sao joao da barra,2548.11
sao joao da boa vista,13428.77
sao joao da mata,228.39
sao joao da parauna,187.84
sao joao da ponte,496.76
sao joao da urtiga,156.64
sao joao das missoes,165.15
sao joao de iracema,213.38
sao joao de meriti,20782.72
sao joao de petropolis,43.09
sao joao de pirabas,305.33000000000004
sao joao del rei,9744.43
sao joao do ivai,229.56
sao joao do manhuacu,199.26000000000002
sao joao do manteninha,537.22
sao joao do oriente,318.11
sao joao do paraiso,754.0
sao joao do piaui,1891.8799999999999
sao joao do sabugi,51.74
sao joao do sobrado,73.56
sao joao do sul,902.37
sao joao do triunfo,201.82
sao joao dos patos,1615.47
sao joao evangelista,1174.9
sao joao nepomuceno,3088.1400000000003
sao joaquim,1310.3899999999999
sao joaquim da barra,4808.58
sao joaquim de bicas,1965.51
sao joaquim do monte,107.95
sao jorge,87.02
sao jorge d'oeste,111.02
sao jorge do ivai,395.96000000000004
sao jorge do oeste,60.53
sao jorge do patrocinio,123.72
sao jose,24230.43
sao jose da barra,1158.1100000000001
sao jose da bela vista,379.07
sao jose da boa vista,137.07
sao jose da coroa grande,289.78999999999996
sao jose da laje,296.36
sao jose da lapa,1237.52
sao jose da tapera,144.47
sao jose da vitoria,225.76000000000002
sao jose de mipibu,956.19
sao jose de ribamar,1764.06
sao jose de uba,544.52
sao jose do barreiro,260.89
sao jose do belmonte,299.84000000000003
sao jose do calcado,1127.26
sao jose do campestre,307.46
sao jose do cedro,598.77
sao jose do cerrito,333.34000000000003
sao jose do divino,826.1700000000001
sao jose do egito,630.2
sao jose do goiabal,247.67000000000002
sao jose do hortencio,373.23
sao jose do inhacora,102.7
sao jose do norte,710.3199999999999
sao jose do ouro,507.09000000000003
sao jose do piaui,173.88
sao jose do ribeirao,115.84
sao jose do rio claro,351.04999999999995
sao jose do rio pardo,5971.05
sao jose do rio preto,53296.63
sao jose do serido,203.31
sao jose do turvo,285.36
sao jose do vale do rio preto,1527.66
sao jose do xingu,72.52
sao jose dos campos,86492.5
sao jose dos cordeiros,258.03
sao jose dos pinhais,17521.99
sao jose dos quatro marcos,312.23
sao leopoldo,13185.7
sao lourenco,4958.96
sao lourenco da mata,1584.4099999999999
sao lourenco da serra,1357.03
sao lourenco do oeste,997.13
sao lourenco do piaui,191.11
sao lourenco do sul,2453.15
sao ludgero,746.51
sao luis,62155.04
sao luis de montes belos,1412.96
sao luis do curu,258.71
sao luis do paraitinga,945.99
sao luis do quitunde,351.54999999999995
sao luiz do norte,148.33
sao luiz gonzaga,4008.72
sao mamede,137.1
sao manuel,3403.6
sao marcos,994.76
sao martinho,938.31
sao mateus,7691.8
sao mateus de minas,82.88
sao mateus do maranhao,930.7
sao mateus do sul,2284.52
sao miguel,1004.52
sao miguel arcanjo,1554.39
sao miguel das matas,221.0
sao miguel do aleixo,70.86
sao miguel do anta,254.09
sao miguel do araguaia,1518.03
sao miguel do cambui,77.57000000000001
sao miguel do gostoso,473.04
sao miguel do guama,1514.4
sao miguel do guapore,622.23
sao miguel do iguacu,1244.1399999999999
sao miguel do oeste,7165.31
sao miguel do tapuio,524.54
sao miguel dos campos,1054.11
sao nicolau,138.6
sao patricio,172.96
sao paulo,2108073.49
sao paulo das missoes,459.26
sao paulo do potengi,319.78
sao pedro,3903.33
sao pedro da agua branca,336.56
sao pedro da aldeia,5712.97
sao pedro da uniao,451.64
sao pedro de alcantara,312.90999999999997
sao pedro do butia,116.19
sao pedro do iguacu,142.96
sao pedro do ivai,546.72
sao pedro do sul,121.97
sao pedro do turvo,117.9
sao pedro dos ferros,875.73
sao rafael,62.28
sao raimundo nonato,2987.04
sao romao,524.06
sao roque,10721.19
sao roque de minas,210.54
sao roque do canaa,436.01
sao sebastiao,11083.77
sao sebastiao da amoreira,63.23
sao sebastiao da boa vista,264.6
sao sebastiao da grama,1102.02
sao sebastiao da serra,171.35
sao sebastiao de campos,38.9
sao sebastiao do alto,616.6999999999999
sao sebastiao do cai,2053.37
sao sebastiao do maranhao,255.20999999999998
sao sebastiao do paraiba,571.16
sao sebastiao do paraiso,5509.71
sao sebastiao do passe,550.53
sao sebastiao do rio verde,332.58
sao sepe,695.71
sao simao,1734.25
sao thome das letras,85.5
sao tiago,586.45
sao tomas de aquino,382.56
sao tome,350.39
sao valentim,609.47
sao vendelino,37.09
sao vicente,21838.86
sao vicente ferrer,528.65
sao vitor,121.09
sape,2042.83
sapeacu,303.47
sapezal,1139.52
sapiranga,4014.95
sapopema,193.31
sapucai-mirim,647.16
sapucaia,777.0699999999999
sapucaia do sul,6392.7
saquarema,5614.72
sarandi,2296.15
sarapui,280.89
sardoa,137.99
sarutaia,71.82
sarzedo,1316.33
satiro dias,41.29
satuba,438.32
satubinha,229.97000000000003
saubara,228.6
saudade do iguacu,328.37
saudades,428.95
saude,169.98000000000002
schroeder,1356.76
seabra,1148.2600000000002
seara,694.82
sebastiao leal,75.89
seberi,169.67000000000002
sede alvorada,154.9
segredo,60.14
selbach,68.13
senador amaral,228.0
senador canedo,1790.29
senador cortes,400.66
senador firmino,180.44
senador guiomard,547.09
senador jose porfirio,31.63
senador la rocque,124.43
senador modestino goncalves,153.17000000000002
senador pompeu,718.11
senador salgado filho,102.49
senges,645.5
senhor do bonfim,3047.41
senhora de oliveira,169.94
senhora dos remedios,44.51
sento se,76.08
serafina correa,1042.38
sericita,253.62
seringueiras,504.64
serio,39.69
seropedica,5256.35
serra,41555.07
serra azul,108.52
serra azul de minas,388.01
serra bonita,232.82
serra branca,142.26
serra de sao bento,328.15
serra do ramalho,406.72
serra do salitre,72.05
serra dos aimores,443.08000000000004
serra dos dourados,83.33
serra dourada,234.2
serra negra,3522.56
serra talhada,2625.95
serrana,1115.27
serrania,382.17
serranopolis,1210.27
serranopolis de minas,136.5
serranopolis do iguacu,305.73
serrinha,2314.11
serrita,483.72
serro,876.62
serrolandia,363.65999999999997
sertania,479.91999999999996
sertanopolis,1008.14
sertao,410.35
sertao santana,39.13
sertaozinho,7829.73
sete barras,302.52
sete de setembro,75.73
sete lagoas,20173.89
setubinha,328.77
severiano melo,190.83
severinia,556.45
sideropolis,371.11
sidrolandia,1842.53
silva jardim,691.27
silvania,1373.15
silvano,117.94
silvanopolis,273.88
silveira carvalho,42.27
silveira martins,155.14
silveiras,474.25
silvianopolis,186.76000000000002
simao dias,1082.91
simao pereira,175.41
simoes filho,5223.07
simolandia,169.73
simonesia,1549.8700000000001
simplicio mendes,50.75
sinimbu,112.11000000000001
sinop,7696.82
siqueira campos,1663.61
siriji,77.03
sirinhaem,720.23
sitio do quinto,131.65
sitio novo,229.27999999999997
sitio novo do tocantins,476.27
sobradinho,1302.79
sobral,12440.17
sobralia,40.0
socorro,2640.22
solanea,519.29
soledade,1240.4099999999999
soledade de minas,394.78
solonopole,785.74
sombrio,1437.12
sonora,91.38
sooretama,456.35
sorocaba,85053.31
sorriso,4009.0299999999997
sousa,1356.43
sucesso,485.92
sucupira do norte,404.20000000000005
sud mennucci,448.01
sulina,45.0
sumare,24209.26
sume,364.39
sumidouro,1325.97
surubim,711.22
suzanapolis,88.94
suzano,28159.46
tabapora,286.07000000000005
tabapua,1535.21
tabatinga,487.11
tabira,1178.89
taboao da serra,39300.68
tabocas do brejo velho,199.96
taboquinhas,303.27
tabuleiro,382.78
tabuleiro do norte,71.88
tacaratu,263.65
taciba,419.6
tacuru,170.71
taguai,873.56
taguatinga,1028.89
taiacu,70.51
tailandia,2256.46
taio,4792.66
taiobeiras,3103.8
taiuva,1010.1299999999999
tamandare,73.84
tamarana,160.84
tambau,1823.49
tamboara,24.09
tanabi,1666.8799999999999
tangara,373.82
tangara da serra,4765.88
tangua,636.04
tanhacu,609.8
tanque d'arca,611.54
tanque novo,447.39
taparuba,104.37
tapejara,1757.73
tapera,79.07
taperuaba,82.42
tapes,934.26
tapinas,135.08
tapirai,140.53
tapiramuta,1476.8999999999999
tapiratiba,2835.28
tapurah,145.11
taquara,4954.91
taquaracu de minas,392.66
taquarana,190.43
taquari,1870.86
taquaritinga,5237.07
taquaritinga do norte,2371.18
taquarituba,2799.3500000000004
taquarivai,738.9
taquarucu do sul,93.29
tarabai,1174.4
taruma,1189.95
tarumirim,912.25
tatui,12752.93
taua,1251.37
taubate,33717.73
tavares,273.62
tecainda,165.13
teixeira,69.05
teixeira de freitas,4143.1
teixeira soares,657.92
teixeiras,607.65
tejupa,382.4
telemaco borba,5458.21
telha,229.65
tenente ananias,273.92
tenente portela,604.0500000000001
teodoro sampaio,1561.19
teofilandia,236.92000000000002
teofilo otoni,9586.61
teolandia,260.77
teotonio vilela,2331.9
terenos,85.26
teresina,59176.68
teresina de goias,96.8
teresopolis,20266.34
terezinha,65.62
termas de ibira,87.15
terra boa,773.42
